Timestamp,"Вы поступили туда, куда хотели?",Имеется ли у вас интерес к профессии?,Работаете ли вы по профессии?,Почему вы учитесь в БГУИРе?,Ощущаете ли вы нехватку возможности выбирать интересующие вас предметы для изучения? ,Сдаёте ли вы чужие работы?,"Если сдаёте чужие работы, то почему?",Оцените качество методических пособий по учебным предметам (в том числе к лабораторным работам),Считаете ли вы дистанционное обучение эффективным?,"Ситуация, когда предмет интересный, а подача плохая, возникает","Ситуация, когда предмет кажется бесполезным, возникает","Считаете ли вы, что практика обязательного распределения приносит вам пользу (социальная защищённость, помощь в поиске первого рабочего места, и т.д.)","Считаете ли вы, что практика обязательного распределения приносит вам вред (ограниченность в выборе и смене рабочего места, невозможность продолжать учёбу за рубежом, и т.д.) ","Эмоции, которые вы получаете от всех частей учебного процесса, скорее",Желаете ли вы продолжить формальное образование с целью получения знаний после выпуска?,"Прямо сейчас у вас есть выбор: получить диплом и выпуститься, или же остаться и доучиться. В обоих случаях армия (для мужчин) и распределение по вашему желанию, место для жилья в Минске вам обеспечено. Ваш диплом и диплом человека, который останется и дослушает все курсы, не будет отличаться. Ваши действия?",Интересуетесь ли вы общественно-политической ситуацией в Республике Беларусь? ,Есть ли у вас желание уехать из Республики Беларусь?,Состоите ли вы в БРСМ? ,"Как вы относитесь к БРСМ? (нет, нам не заплатили за этот опрос)","Выбираете ли вы не выражать публично свои общественно-политические взгляды под страхом возможных репрессий со стороны университета? (отчисление, лишение общежития, и т.д.)",Каких кандидатов в президенты на выборах 2020 вы поддерживаете? (вы можете не отвечать на этот вопрос. Мы выделили наиболее популярных кандидатов по результатам интернет-опросов),Какой курс вы сейчас заканчиваете? ,Ваш факультет,Ваша форма обучения,Ваш пол,И напоследок: опишите БГУИР парой слов или одним предложением,Хотите ещё что-нибудь добавить?
6/22/2020 18:19:03,"Да, и университет, и специальность","Не было до поступления, но появился",Нигде не работаю,"Нужен диплом, Отсрочка от армии",Нет,"Да, практически всегда","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,Нет,Иногда,Иногда,Нет,Да,Нейтральные,"Да, в БГУИР",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФКСиС,Бюджетная,Мужской,нотбэд,
6/22/2020 18:19:28,"Университет - да, специальность - нет",Да,"Да, с 3 курса","Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но редко",Отсутствие интереса к предмету,Плохое,"Скорее да, чем нет",Часто,Часто,Затрудняюсь ответить,Да,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",4,ФКСиС,Бюджетная,Мужской,Зря,
6/22/2020 18:19:28,"Да, и университет, и специальность","Был до поступления, но пропал","Работаю, но не по профессии",Нужен диплом,Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Плохое,"Скорее нет, чем да",Очень часто или постоянно,Очень часто или постоянно,Нет,Да,Крайне негативные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",4,ИЭФ,Бюджетная,Женский,"Айти вуз, где преподы даже презентацию не умеют включать. ",
6/22/2020 18:20:29,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Общежитие/возможность проживать в Минске",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Плохое,Да,Иногда,Часто,Нет,Да,Позитивные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",4,ФКСиС,Платная,Мужской,лучший вуз страны,
6/22/2020 18:20:57,"Университет - да, специальность - нет",Затрудняюсь ответить,Нигде не работаю,"Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Ужасное,Затрудняюсь ответить,Очень часто или постоянно,Очень часто или постоянно,Да,Затрудняюсь ответить,Негативные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Нет,Бабарико В.Д.,4,ИЭФ,Платная,Женский,бесполезная трата сил и времени,
6/22/2020 18:26:00,"Университет - да, специальность - нет",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии, Общественная жизнь университета",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Плохое,Затрудняюсь ответить,Иногда,Часто,Да,Нет,Позитивные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Есть желание уехать,Да,Нейтрально,Да,"Бабарико В.Д., Цепкало В.В.",4,ФКСиС,Бюджетная,Мужской,Жизнь за нерзула,
6/22/2020 18:26:30,"Университет - да, специальность - было без разницы",Затрудняюсь ответить,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Нет,"Да, но редко",Не хватает знаний выполнить самостоятельно,Нормальное,"Скорее нет, чем да",Часто,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,"Да, в БГУИР",Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Нейтрально,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФИТУ,Бюджетная,Женский,"Люди отличные, интересные предметы, но попе больно",ИИ - топ спецуха!
6/22/2020 18:28:43,"Да, и университет, и специальность",Затрудняюсь ответить,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Хорошее,"Скорее да, чем нет",Очень редко или никогда,Часто,Нет,Да,Позитивные,Нет,Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Нейтрально,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В., Другой кандидат",2,ФКП,Бюджетная,Мужской,Так себе,Нет
6/22/2020 18:30:18,"Да, и университет, и специальность",Затрудняюсь ответить,"Работаю, но не по профессии","Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Часто,Часто,Нет,Да,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",3,ИЭФ,Бюджетная,Мужской,Хорошее место для самообучения ,
6/22/2020 18:30:39,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Нет,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее нет, чем да",Иногда,Редко,Нет,Затрудняюсь ответить,Нейтральные,Нет,Я уже выпустился/выпускаюсь,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Цепкало В.В.",4,ФКСиС,Бюджетная,Мужской,Университет как университет,
6/22/2020 18:32:44,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Плохое,"Скорее нет, чем да",Очень часто или постоянно,Очень часто или постоянно,Нет,Да,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",1,ФКСиС,Платная,Мужской,Иллюзия обмана...,Желание заинтересованности преподавателей в студентах...
6/22/2020 18:32:56,"Университет - да, специальность - нет",Да,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,Да,Иногда,Иногда,Нет,Да,Нейтральные,Затрудняюсь ответить,Получить диплом и выпуститься,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Да,Бабарико В.Д.,3,ФКСиС,Бюджетная,Мужской,.,
6/22/2020 18:34:25,"Да, и университет, и специальность","Не было до поступления, но появился","Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Плохое,"Скорее да, чем нет",Часто,Иногда,Нет,Затрудняюсь ответить,Позитивные,"Да, в БГУИР",Я уже выпустился/выпускаюсь,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",4,ФКСиС,Бюджетная,Мужской,"Норм такое, жить можно",
6/22/2020 18:38:00,Нет,Да,"Да, со 2 курса",Отсрочка от армии,Да,"Да, практически всегда",Отсутствие интереса к предмету,Затрудняюсь ответить,Да,Очень часто или постоянно,Очень часто или постоянно,Нет,Да,Негативные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь",Не собираюсь уезжать,Нет,Крайне отрицательно,Нет,Бабарико В.Д.,1,ФКСиС,Платная,Мужской,Университет с достаточным количеством минусов,
6/22/2020 18:39:25,Нет,"Был до поступления, но пропал","Да, с 4 курса","Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее да, чем нет",Очень часто или постоянно,Очень часто или постоянно,Нет,Да,Негативные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Скорее нет, чем да",Есть желание уехать,Да,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",4,ИЭФ,Платная,Женский,-,-
6/22/2020 18:46:33,"Университет - да, специальность - нет",Затрудняюсь ответить,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Нормальное,"Скорее нет, чем да",Иногда,Редко,Нет,Да,Позитивные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь",Затрудняюсь ответить,Нет,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Цепкало В.В., Другой кандидат",1,ФКСиС,Бюджетная,Мужской,"БГУИР звучит круто, но пока показывает себя не совсем так, как хотелось бы. В общем, как и во многих вузах в РБ, ориентированность на практику совсем формальна, или вовсе отсутствует, много материала, ""нужной"" работы на освоение практики (нет), а если и есть, она НИКОМУ не нужна, все наши курсовые, в будущем дипломы, наши лабы, научные работы, которые просто так красиво называются, переписанны с умных книг, с первых попавшихся сайтов, абсолютно, абсолютно никому не интересны, перспектив в данном месте, как в  университете, на мой взгяд практически нет. Университет - место, где пытаются научить что-то создавать, для особо заинтересованных, заниматься научной деятельностью, что я считаю себе не ""рентабельным"", убьёшь себе все здоровье, психику с некоторыми преподавателями. Наш универ тянут люди с инициативой. На мой взгляд, не хватает таких замечательных преподавателей, которые помимо педагогической деятельности, умеют делать и зарабатывать деньги, результат качества и количества работы. Сказки про вышку РБ - сказки. Также хотелось бы побольше, все-таки, интересной студенческой жизни, а не вечные от ""богов"" нотации, чего стоит делать, а чего нет. Студ весна??? Студ дебют??? Тошно. На втором этаже мероприятия от студсовета??? Да, мнение конечно, скорее всего изменится, впереди ещё 3 года, если после этой формы меня не закроют))) Спасибо вам, что прочитали.",
6/22/2020 18:48:35,"Да, и университет, и специальность",Да,"Да, с 4 курса","Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко","Нехватка времени, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее нет, чем да",Иногда,Иногда,Нет,Нет,Позитивные,Нет,Я уже выпустился/выпускаюсь,"Да, активно интересуюсь",Не собираюсь уезжать,Да,Отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",4,ФКСиС,Бюджетная,Мужской,Неплохое место для получения базовых навыков по программированию.,
6/22/2020 18:51:59,"Да, и университет, и специальность","Не было до поступления, но появился",Нигде не работаю,"Нужен диплом, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, практически всегда","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Затрудняюсь ответить,Да,Очень часто или постоянно,Очень часто или постоянно,Нет,Да,Позитивные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Нет,Бабарико В.Д.,3,ФКСиС,Платная,Мужской,;с,
6/22/2020 18:58:58,"Университет - да, специальность - нет","Был до поступления, но пропал","Да, с 3 курса","Нужен диплом, Отсрочка от армии",Нет,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,Нет,Иногда,Часто,Нет,Да,Нейтральные,"Да, не в БГУИР, но в Беларуси",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Нет,Нейтрально,Затрудняюсь ответить,,3,ФКСиС,Бюджетная,Мужской,***** за мат извени,
6/22/2020 19:00:57,"Да, и университет, и специальность",Да,"Да, с 3 курса",Друзья/знакомые/мнение родителей,Да,"Да, часто","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Плохое,Нет,Иногда,Очень часто или постоянно,Нет,Нет,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Затрудняюсь ответить,Нет,Нейтрально,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",4,ФКСиС,Бюджетная,Мужской,"Университет, который учит одному: изучать материал самостоятельно",
6/22/2020 19:01:24,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Нормальное,Нет,Очень редко или никогда,Иногда,Да,Да,Нейтральные,Затрудняюсь ответить,Доучиться,"Скорее да, чем нет",Не собираюсь уезжать,Нет,Крайне отрицательно,Нет,,4,ИЭФ,Бюджетная,Мужской,Прогич-могич,
6/22/2020 19:01:34,"Да, и университет, и специальность",Да,Нигде не работаю,Нужен диплом,Да,"Да, но редко",Отсутствие интереса к предмету,Затрудняюсь ответить,"Скорее да, чем нет",Часто,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Есть желание уехать,Да,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",4,ИЭФ,Платная,Женский,Наконец-то это закончилось ,
6/22/2020 19:02:44,Затрудняюсь ответить,Да,"Да, с 4 курса","Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета, Друзья/знакомые/мнение родителей",Да,"Да, практически всегда","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее нет, чем да",Очень часто или постоянно,Очень часто или постоянно,Нет,Да,Позитивные,Нет,Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Нет,Отрицательно,Да,Бабарико В.Д.,4,ИЭФ,Платная,Женский,"Прекрасные умы, которые пришли для корочки
Не менее прекрасные люди и двигатели прогресса и просто отличные друзья",
6/22/2020 19:03:11,"Да, и университет, и специальность",Да,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,"Да, но крайне редко",Нехватка времени,Плохое,"Скорее да, чем нет",Часто,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,Нет,Доучиться,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Нет,Бабарико В.Д.,2,ФКСиС,Бюджетная,Мужской,Очень мало свободного времени!,97%
6/22/2020 19:03:18,"Да, и университет, и специальность",Да,"Да, с 3 курса","Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но редко",Отсутствие интереса к предмету,Плохое,Нет,Очень часто или постоянно,Часто,Нет,Нет,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Да,Отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",4,ИЭФ,Платная,Женский,Птуир,
6/22/2020 19:08:14,"Да, и университет, и специальность","Не было до поступления, но появился","Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Часто,Часто,Нет,Да,Нейтральные,Затрудняюсь ответить,Я уже выпустился/выпускаюсь,"Да, активно интересуюсь",Не собираюсь уезжать,Нет,Крайне отрицательно,Нет,Цепкало В.В.,4,ИЭФ,Платная,Мужской,нармальны па мерках Беларусі ўнівер,
6/22/2020 19:11:18,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, часто","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,Да,Очень часто или постоянно,Часто,Нет,Да,Нейтральные,Нет,Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г.",3,ФКСиС,Платная,Женский,Университет даёт отличную базу на дальнейшее обучение. Но именно яп я выбрала который у нас не преподавали,Неа
6/22/2020 19:14:30,"Университет - да, специальность - нет","Был до поступления, но пропал",Нигде не работаю,"Нужен диплом, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но крайне редко",Нехватка времени,Нормальное,"Скорее нет, чем да",Часто,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,"Да, в БГУИР",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,Вы почти всё забудете после сессии ,
6/22/2020 19:14:56,"Да, и университет, и специальность",Да,"Да, с 3 курса",Нужен диплом,Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Ужасное,Нет,Очень часто или постоянно,Часто,Нет,Затрудняюсь ответить,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",4,ИЭФ,Платная,Женский,Не стоит потраченного времени,
6/22/2020 19:17:05,"Да, и университет, и специальность","Был до поступления, но пропал","Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Плохое,"Скорее нет, чем да",Очень часто или постоянно,Часто,Нет,Да,Нейтральные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",4,ИЭФ,Платная,Женский,Не худший вариант,
6/22/2020 19:20:10,"Да, и университет, и специальность",Да,"Да, с 3 курса",Нужен диплом,Да,"Да, но редко",Нехватка времени,Нормальное,"Скорее да, чем нет",Часто,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Есть желание уехать,Нет,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",4,ФКСиС,Платная,Женский,Страна будущего,
6/22/2020 19:30:42,"Университет - да, специальность - было без разницы","Не было до поступления, но появился",Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета, Друзья/знакомые/мнение родителей",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,Затрудняюсь ответить,Иногда,Иногда,Затрудняюсь ответить,Да,Позитивные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Нейтрально,Нет,Цепкало В.В.,2,ФКСиС,Бюджетная,Мужской,"Место, где учатся много умных и разносторонних ребят.","Достаточно хороший универ и неплохим преподаванием.
P.S. без шуток
P.P.S. это не только про КСиС"
6/22/2020 19:33:27,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,Затрудняюсь ответить,Иногда,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,Затрудняюсь ответить,Я уже выпустился/выпускаюсь,Не интересуюсь,Не собираюсь уезжать,Да,Нейтрально,Нет,,4,ФКСиС,Платная,Женский, ,
6/22/2020 19:41:31,"Университет - да, специальность - было без разницы","Был до поступления, но пропал",Нигде не работаю,"Нужен диплом, Отсрочка от армии, Общественная жизнь университета, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Плохое,"Скорее да, чем нет",Часто,Часто,Нет,Да,Нейтральные,"Да, но за рубежом",Доучиться,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Платная,Мужской,"Снаружи - хорошо, внутри - плохо.",
6/22/2020 19:45:54,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Нет,"Да, но редко","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее да, чем нет",Редко,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Позитивные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Нет,Цепкало В.В.,2,ФКСиС,Бюджетная,Мужской,лучший,
6/22/2020 20:03:02,"Университет - да, специальность - нет",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее да, чем нет",Иногда,Иногда,Нет,Да,Позитивные,Затрудняюсь ответить,Получить диплом и выпуститься,"Скорее нет, чем да","Возможно, когда-нибудь уеду",Да,Нейтрально,Затрудняюсь ответить,"Бабарико В.Д., Цепкало В.В.",3,ФКСиС,Бюджетная,Женский,Пятилетка за четыре годе,
6/22/2020 20:13:01,"Университет - да, специальность - нет","Был до поступления, но пропал",Нигде не работаю,Отсрочка от армии,Да,"Да, но редко",Отсутствие интереса к предмету,Плохое,"Скорее да, чем нет",Очень часто или постоянно,Очень часто или постоянно,Нет,Да,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",3,ФКСиС,Платная,Мужской,Бесполезность и уныние,
6/22/2020 20:14:00,Нет,Да,"Работаю, но не по профессии",Отсрочка от армии,Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Плохое,"Скорее да, чем нет",Часто,Очень часто или постоянно,Нет,Да,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Нет,Другой кандидат,3,ФКСиС,Платная,Мужской,Компьютер который жалко выкинуть из-за денег вложенных в него ,Пора радикально менять систему обучения 
6/22/2020 20:15:25,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Плохое,Нет,Иногда,Иногда,Нет,Да,Нейтральные,Затрудняюсь ответить,Я уже выпустился/выпускаюсь,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Нейтрально,Да,"Бабарико В.Д., Цепкало В.В.",4,ФКСиС,Платная,Мужской,Основа,
6/22/2020 20:24:24,"Да, и университет, и специальность",Да,Нигде не работаю,"Нужен диплом, Отсрочка от армии",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Иногда,Часто,Нет,Да,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Да,Нейтрально,Да,Другой кандидат,3,ФКСиС,Бюджетная,Мужской,"Неплохо, но, очевидно, можно круче",
6/22/2020 20:26:17,"Да, и университет, и специальность",Да,"Да, с 3 курса",Друзья/знакомые/мнение родителей,Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Иногда,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Да,Отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Платная,Мужской,Застой,
6/22/2020 20:30:13,"Да, и университет, и специальность","Не было до поступления, но появился",Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,"Да, но крайне редко",Отсутствие интереса к предмету,Плохое,Да,Иногда,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,"Да, в БГУИР",Доучиться,"Скорее нет, чем да",Затрудняюсь ответить,Нет,Нейтрально,Да,"Бабарико В.Д., Цепкало В.В.",3,ФКСиС,Платная,Женский,бгуир - мотивация к знаниям,
6/22/2020 20:32:16,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,Нет,Часто,Часто,Нет,Да,Позитивные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь",Есть желание уехать,Нет,Нейтрально,Да,"Бабарико В.Д., Цепкало В.В.",1,ФКСиС,Платная,Мужской,"Место с отличным преподавательским составом, но зачастую нехорошей подачей материала и отсутствием четкой организации материалов для подготовки вместе с требованиями.",
6/22/2020 20:34:24,"Университет - да, специальность - было без разницы",Затрудняюсь ответить,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но крайне редко","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Ужасное,"Скорее нет, чем да",Часто,Часто,Нет,Да,Позитивные,Нет,Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Нейтрально,Да,"Бабарико В.Д., Цепкало В.В., Другой кандидат",1,ФКСиС,Платная,Женский,.,
